Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
3183,Taraba,Urban,2514373,840,2.56,1.51,71.3,62.5,82.8,53.9,34.6,21.4,23.3,70.0,Moderate
3184,Zamfara,Rural,1456522,453,1.11,7.5,70.9,87.0,86.1,61.6,61.0,53.2,42.5,73.4,Moderate
3185,Bauchi,Rural,940937,1059,2.33,4.8,49.3,77.7,62.4,55.0,84.9,29.3,80.2,68.5,Moderate
3186,Kano,Rural,2245461,132,2.56,8.66,33.6,74.2,31.6,37.9,60.4,23.8,54.7,70.3,Moderate
3187,Bayelsa,Urban,1396658,898,2.71,8.35,47.3,59.4,71.7,34.5,47.6,32.3,69.4,76.5,High
3188,Sokoto,Urban,2495303,641,2.77,6.65,6.5,76.8,88.2,47.7,76.8,70.6,100.1,73.9,Moderate
3189,Jigawa,Urban,66430,848,3.02,5.43,55.0,91.4,56.8,26.7,82.4,74.1,101.1,81.3,High
3190,Abia,Rural,4073341,1002,3.12,5.89,48.2,41.8,81.1,68.4,53.8,32.1,119.9,68.0,Moderate
3191,Bauchi,Rural,824805,926,2.51,7.28,60.3,81.4,42.2,84.9,32.3,24.6,14.6,69.9,Moderate
3192,Benue,Rural,4997567,719,1.25,6.92,38.1,85.6,77.4,59.7,73.7,57.0,35.4,69.1,Moderate
3193,FCT,Urban,2250813,284,3.03,11.22,17.0,61.4,71.3,22.5,30.7,88.0,98.1,81.0,High
3194,Rivers,Urban,2019545,748,3.44,5.6,64.4,81.1,62.7,54.5,69.8,87.2,24.0,88.7,High
3195,Kebbi,Rural,3450740,576,2.61,3.54,59.6,55.1,84.4,25.9,66.1,20.3,18.9,77.0,High
3196,Gombe,Urban,1767839,973,2.74,8.23,32.8,97.5,44.5,55.5,91.6,97.6,97.7,78.3,High
3197,FCT,Urban,2388408,490,1.3,6.3,19.9,69.2,38.1,40.8,41.5,45.3,83.4,52.9,Low
3198,Ebonyi,Urban,4167393,414,0.92,2.16,63.3,73.6,85.0,51.4,69.8,54.2,113.5,57.4,Moderate
3199,Kano,Urban,2504556,95,3.11,4.8,3.0,81.9,89.1,41.2,52.5,61.3,119.9,70.5,Moderate
3200,Ondo,Urban,3638423,332,1.69,8.31,15.2,62.4,55.2,42.6,60.4,34.2,26.8,64.9,Moderate
3201,Cross River,Rural,1254649,425,2.22,4.65,44.1,67.3,45.0,21.3,34.2,47.8,20.3,68.8,Moderate
3202,Ondo,Urban,1853780,625,3.28,8.14,82.7,98.6,55.8,21.3,35.8,35.6,20.6,92.7,High
3203,Niger,Urban,4139896,193,2.7,10.04,74.6,95.3,60.6,80.1,82.2,87.2,67.7,87.4,High
3204,Rivers,Urban,4576697,1137,0.87,5.56,51.0,71.7,30.5,22.0,85.8,96.7,43.3,65.0,Moderate
3205,Kebbi,Rural,3101500,409,2.6,1.37,16.6,48.9,84.0,34.5,75.5,68.3,97.1,63.6,Moderate
3206,Ebonyi,Urban,150870,1119,2.67,6.1,65.1,55.9,49.9,27.4,73.2,93.2,22.8,82.7,High
3207,Lagos,Urban,1809083,1070,3.38,8.05,67.1,85.5,87.3,64.0,85.2,30.4,70.1,88.9,High
3208,Imo,Rural,672757,85,0.25,1.36,58.3,95.6,33.1,67.4,69.4,83.0,28.3,51.6,Low
3209,Lagos,Urban,2617995,389,3.33,8.07,45.9,70.6,40.5,29.2,56.3,97.0,64.4,83.7,High
3210,Kebbi,Rural,1528133,657,1.72,4.79,43.1,87.1,81.8,36.0,74.9,70.1,46.4,74.1,Moderate
3211,Abia,Rural,310484,1085,2.21,8.4,33.8,57.7,39.7,40.7,67.8,63.2,72.0,68.5,Moderate
3212,Niger,Urban,4308002,693,0.29,10.67,2.3,45.9,71.1,31.3,96.2,75.6,8.0,65.0,Moderate
3213,Edo,Rural,4196916,1025,3.44,8.12,25.8,86.1,48.8,72.1,63.7,81.6,101.6,76.2,High
3214,Kano,Urban,4348967,618,3.0,2.94,48.4,96.2,83.5,24.7,70.5,74.0,63.0,83.2,High
3215,Edo,Urban,4708395,258,2.46,1.04,51.1,67.7,96.8,41.4,83.2,60.5,95.5,70.8,Moderate
3216,FCT,Urban,1082156,336,1.97,11.55,7.5,71.0,81.5,38.2,41.5,27.2,114.7,67.6,Moderate
3217,Sokoto,Urban,3806167,44,3.38,4.6,59.4,58.2,30.5,23.7,77.3,28.4,13.3,78.8,High
3218,Ebonyi,Urban,3527120,457,1.11,8.59,74.1,69.1,51.7,55.4,36.3,26.3,41.5,65.1,Moderate
3219,Zamfara,Rural,1939506,208,0.13,3.51,33.6,47.7,61.3,77.0,36.2,90.2,16.8,46.8,Low
3220,Ebonyi,Urban,1685513,1122,3.27,0.71,76.6,44.1,71.5,74.5,82.3,25.1,50.7,70.7,Moderate
3221,Kano,Urban,677042,577,2.3,1.36,57.0,96.3,42.2,75.3,75.0,64.2,102.4,61.1,Moderate
3222,Kaduna,Rural,457397,1180,1.39,4.96,73.8,53.9,57.8,80.8,64.2,90.7,23.0,66.4,Moderate
3223,Adamawa,Urban,3424316,393,3.35,0.58,63.1,92.9,77.6,77.7,54.2,39.0,28.8,75.8,High
3224,Kwara,Urban,2884732,215,1.5,4.24,7.7,58.4,87.5,37.7,94.7,58.3,9.1,66.9,Moderate
3225,Delta,Rural,51011,988,0.76,8.06,4.4,63.4,44.0,76.2,94.5,86.0,100.1,51.2,Low
3226,Lagos,Urban,4390920,751,1.12,7.83,18.7,73.5,76.9,47.0,46.5,64.5,30.6,65.4,Moderate
3227,Nasarawa,Urban,3214131,1009,1.71,2.81,52.2,74.7,90.3,21.3,30.8,82.8,39.3,72.0,Moderate
3228,FCT,Rural,3155197,748,1.29,1.56,27.7,70.7,74.7,37.4,55.0,96.2,94.9,57.0,Moderate
3229,Adamawa,Urban,1841881,356,1.81,8.27,61.6,57.1,89.4,38.7,41.1,27.7,17.1,76.7,High
3230,Plateau,Rural,321319,944,0.06,4.82,30.9,75.4,67.8,59.3,58.0,21.3,73.3,46.2,Low
3231,Jigawa,Rural,839735,811,3.39,1.88,83.6,74.1,41.1,73.0,61.8,70.1,97.3,71.7,Moderate
3232,Ogun,Rural,1431332,30,2.28,8.11,57.9,93.5,73.3,38.4,43.5,67.7,54.6,81.7,High
3233,Kebbi,Urban,2434926,1009,0.54,0.54,72.2,95.8,97.6,25.2,32.1,38.0,95.0,58.1,Moderate
3234,Ondo,Rural,2877932,456,1.35,3.9,23.0,86.3,79.9,66.2,81.5,29.1,109.3,55.4,Moderate
3235,Ogun,Rural,2608610,973,0.27,3.91,50.2,61.0,96.0,82.5,33.4,69.6,108.2,48.5,Low
3236,Akwa Ibom,Urban,4793697,1076,0.73,4.12,77.6,55.0,86.0,64.7,71.0,36.0,77.4,59.0,Moderate
3237,Niger,Urban,3738389,615,3.29,3.5,6.7,70.8,48.2,48.0,50.5,23.3,101.1,60.4,Moderate
3238,Ekiti,Rural,832710,931,0.44,1.18,37.5,49.9,55.0,41.8,92.7,36.0,80.7,44.8,Low
3239,Lagos,Urban,3817584,84,1.5,11.93,47.3,93.5,53.9,80.2,63.9,41.0,8.6,75.2,High
3240,Benue,Urban,4606519,345,1.26,6.82,48.0,72.7,60.7,59.9,44.6,87.0,90.4,62.3,Moderate
3241,Lagos,Rural,3479206,992,2.81,5.37,56.9,60.9,95.7,28.9,34.2,86.4,49.0,83.3,High
3242,Bauchi,Rural,2128808,1184,1.35,5.83,69.8,62.6,52.8,23.1,48.0,47.9,90.6,64.0,Moderate
3243,Kogi,Rural,948155,523,2.05,2.29,40.9,40.9,70.0,77.5,65.5,29.5,21.6,58.5,Moderate
3244,Niger,Rural,4784690,251,0.87,8.28,14.7,80.3,39.7,36.0,94.8,73.1,88.4,59.8,Moderate
3245,Akwa Ibom,Rural,1683779,40,1.9,11.59,73.5,73.2,89.0,22.3,54.1,61.9,28.6,90.8,High
3246,Benue,Rural,4032544,960,3.4,6.12,75.8,83.3,67.3,72.8,45.7,91.2,38.3,87.1,High
3247,Benue,Rural,343633,734,2.78,7.31,59.8,91.4,70.1,62.0,80.7,45.9,102.1,78.7,High
3248,Borno,Rural,2123946,1054,3.43,3.87,77.6,58.1,94.6,38.0,88.6,66.7,118.7,84.7,High
3249,Niger,Rural,3611892,654,1.62,5.49,19.2,78.0,47.0,70.2,93.9,45.1,97.1,56.0,Moderate
3250,FCT,Rural,409790,400,2.12,5.81,15.6,62.3,80.8,34.7,79.4,37.3,115.8,64.1,Moderate
3251,Imo,Urban,2009356,641,2.38,7.8,8.5,79.3,32.8,46.6,82.8,74.0,117.2,64.2,Moderate
3252,Yobe,Urban,3669300,78,0.71,10.77,35.0,78.5,45.9,81.7,83.8,55.1,98.2,58.0,Moderate
3253,Gombe,Rural,2150110,450,3.27,9.82,54.1,74.4,62.5,20.5,77.0,34.7,32.3,91.3,High
3254,Oyo,Urban,3719510,1160,1.65,6.64,7.6,97.2,66.3,37.1,49.8,34.9,103.8,60.5,Moderate
3255,Taraba,Rural,1970621,714,0.54,1.93,11.0,98.9,61.8,80.1,41.8,55.2,34.4,46.1,Low
3256,Bauchi,Urban,3375472,1058,1.13,3.73,82.0,95.0,84.8,47.1,51.1,91.3,118.8,68.2,Moderate
3257,Jigawa,Urban,4653826,408,1.89,7.31,35.6,53.7,74.0,21.2,67.6,71.1,107.1,69.6,Moderate
3258,Sokoto,Urban,2269645,150,0.21,3.93,57.4,68.0,80.8,77.9,57.9,91.3,6.1,59.6,Moderate
3259,Ebonyi,Rural,600309,967,1.8,7.64,64.3,79.6,49.4,81.6,85.6,34.6,65.6,67.8,Moderate
3260,Zamfara,Urban,835918,1067,0.76,8.46,4.8,95.4,67.6,34.1,85.8,85.9,14.0,70.0,Moderate
3261,FCT,Urban,4451143,480,0.34,5.69,13.1,49.0,80.9,53.8,98.7,44.1,5.8,56.6,Moderate
3262,Niger,Urban,1756786,488,1.01,1.79,8.7,56.9,58.5,57.7,80.0,35.6,84.4,43.9,Low
3263,Kogi,Urban,4912368,389,3.24,5.96,12.9,81.2,73.9,72.6,83.9,28.2,13.6,76.8,High
3264,Rivers,Rural,659601,979,1.31,6.29,22.7,95.0,36.1,45.8,34.4,24.1,32.4,57.3,Moderate
3265,Imo,Urban,81882,703,2.67,5.73,3.1,70.1,51.4,84.6,62.6,52.7,84.5,59.2,Moderate
3266,Taraba,Rural,4809063,467,2.45,3.35,9.3,68.4,35.1,54.5,76.2,55.1,77.9,57.3,Moderate
3267,Jigawa,Rural,4849733,723,3.3,11.95,66.5,92.7,96.6,71.5,84.3,71.1,64.4,99.1,High
3268,Ebonyi,Rural,4342278,858,0.91,4.14,70.7,64.9,65.6,29.7,95.3,81.3,9.9,72.0,Moderate
3269,Lagos,Rural,4685046,70,0.39,8.31,30.3,87.2,76.4,71.2,81.9,38.3,11.0,63.2,Moderate
3270,Abia,Rural,2523414,906,0.27,7.12,34.0,42.2,35.8,65.7,35.3,31.9,107.0,38.8,Low
3271,Kebbi,Rural,1608766,448,0.41,11.82,73.7,42.2,68.8,69.2,38.8,63.3,40.4,65.7,Moderate
3272,Niger,Urban,3539785,395,2.87,6.76,82.9,65.1,34.8,80.2,85.4,30.3,57.0,74.1,Moderate
3273,Oyo,Rural,674557,855,2.16,7.98,29.5,43.9,46.6,56.2,89.3,23.9,46.4,65.1,Moderate
3274,Kwara,Rural,768255,1048,2.1,3.39,20.2,92.4,57.9,66.0,76.6,57.6,100.9,59.8,Moderate
3275,Kebbi,Urban,3522871,160,0.99,3.05,42.0,68.4,64.2,54.1,68.8,74.4,36.8,59.2,Moderate
3276,Lagos,Urban,2415988,277,1.9,8.33,68.8,93.8,43.2,39.0,67.4,64.7,24.1,80.1,High
3277,Edo,Rural,4980105,1147,0.98,4.23,17.1,89.1,56.9,61.6,40.7,97.9,98.4,52.5,Low
3278,Kaduna,Urban,1918927,1050,1.94,1.32,35.0,46.4,30.2,35.2,79.7,36.5,23.6,56.2,Moderate
3279,Abia,Rural,2724490,663,3.48,8.85,4.6,52.6,47.6,60.6,60.2,90.5,68.1,74.6,Moderate
3280,Rivers,Urban,1783294,173,3.01,0.67,36.3,90.3,72.4,58.6,93.3,20.2,62.0,69.3,Moderate
3281,Nasarawa,Rural,3810691,756,0.86,7.66,4.7,79.9,84.8,58.2,42.5,91.2,12.6,64.8,Moderate
3282,Abia,Rural,3357580,131,1.31,5.96,45.3,52.5,40.2,24.6,30.7,91.6,62.0,61.0,Moderate
3283,Abia,Urban,3670440,787,3.06,4.38,28.1,52.4,79.5,69.6,87.8,29.1,70.8,69.2,Moderate
3284,Ebonyi,Rural,2498392,777,2.91,5.19,82.8,79.8,34.6,42.3,97.9,54.8,51.7,81.3,High
3285,Ondo,Rural,3893414,690,1.35,5.82,51.0,70.1,50.2,35.0,77.6,89.4,49.5,68.8,Moderate
3286,Gombe,Urban,2652948,901,2.97,4.66,34.6,41.0,68.4,37.4,99.0,53.0,47.9,75.1,High
3287,Sokoto,Urban,2469674,231,2.08,4.84,6.2,81.5,89.0,67.2,77.3,60.6,92.1,64.0,Moderate
3288,Borno,Urban,3826425,125,1.05,0.73,36.8,53.2,51.1,48.9,53.0,30.9,90.5,43.5,Low
3289,Bauchi,Urban,761074,414,3.04,2.32,63.6,75.8,90.7,59.0,77.5,43.3,113.5,74.0,Moderate
3290,Lagos,Rural,1149914,521,1.0,10.27,28.9,89.1,71.9,58.8,93.5,57.6,44.4,71.5,Moderate
3291,Benue,Urban,2439228,212,0.25,7.87,80.1,60.6,89.6,83.4,60.5,25.8,83.3,58.5,Moderate
3292,Cross River,Urban,2325911,794,0.86,6.09,42.1,62.4,63.6,43.5,70.0,74.8,28.2,64.2,Moderate
3293,Kano,Rural,2264358,58,1.7,5.88,50.9,67.8,52.7,49.4,97.7,83.9,8.5,74.3,Moderate
3294,Ondo,Rural,4843450,581,3.23,6.69,53.8,80.6,92.2,33.2,93.9,61.7,48.4,92.1,High
3295,Abia,Rural,4397120,878,3.35,3.21,34.3,68.7,82.9,53.9,88.0,67.7,72.1,77.6,High
3296,Kaduna,Urban,2410988,606,0.85,11.0,83.9,57.5,67.2,35.6,70.3,78.9,108.4,73.1,Moderate
3297,Anambra,Rural,2168500,952,0.95,3.71,40.0,66.7,55.0,37.7,80.1,58.0,52.4,58.3,Moderate
3298,Imo,Rural,111162,499,2.9,2.38,41.4,93.4,61.5,83.7,90.2,39.4,19.2,72.2,Moderate
3299,Adamawa,Rural,4537407,1023,1.6,2.44,48.4,92.0,45.8,46.9,95.5,68.1,18.2,67.7,Moderate
3300,Edo,Rural,3352508,935,1.71,0.5,61.7,61.1,37.3,57.4,76.4,37.0,97.3,51.6,Low
3301,Oyo,Rural,612444,1072,2.94,11.2,85.0,68.2,83.2,70.3,85.9,84.3,15.6,98.1,High
3302,Yobe,Rural,1791724,1103,1.44,5.17,62.7,83.4,88.7,46.7,57.9,38.4,31.0,72.4,Moderate
3303,Imo,Rural,3376141,760,0.46,0.62,18.4,83.9,58.3,39.7,86.5,60.7,39.9,50.4,Low
3304,Imo,Rural,2459746,221,2.84,3.68,42.4,41.8,51.6,45.6,48.6,95.5,33.6,70.8,Moderate
3305,Gombe,Rural,4308720,344,0.51,8.01,33.6,42.9,67.3,22.0,35.3,34.0,66.1,55.2,Moderate
3306,Kogi,Rural,4450969,883,1.89,11.05,67.6,74.8,86.8,43.1,89.2,45.4,38.2,87.1,High
3307,Kano,Urban,2334921,261,2.19,7.38,5.2,44.7,41.7,34.2,36.2,91.6,20.3,65.7,Moderate
3308,Edo,Rural,3817031,1178,3.25,7.83,29.1,80.7,78.0,29.5,59.2,53.0,102.2,81.0,High
3309,Yobe,Rural,2201658,666,2.61,2.77,22.0,54.1,52.7,81.0,72.5,91.5,7.3,65.5,Moderate
3310,Kwara,Urban,3526390,586,1.59,11.58,9.0,91.3,79.5,81.4,91.0,86.5,110.1,70.8,Moderate
3311,Niger,Rural,1229048,444,0.28,2.96,46.4,43.7,74.9,77.1,63.6,39.4,25.8,48.2,Low
3312,FCT,Rural,3500740,941,0.93,11.99,32.7,92.7,55.0,47.9,34.4,84.6,97.0,66.7,Moderate
3313,Rivers,Urban,2567223,440,2.38,5.51,27.1,43.1,90.2,81.3,82.0,68.8,86.1,66.2,Moderate
3314,Taraba,Rural,69570,1026,2.9,11.79,30.2,88.1,48.1,31.7,73.4,96.2,54.4,88.6,High
3315,Bauchi,Urban,2208515,98,2.44,6.38,71.4,54.6,96.1,52.9,96.8,55.9,43.3,83.7,High
3316,Imo,Urban,2950507,655,1.65,3.64,9.3,91.3,51.9,44.3,90.5,89.9,20.9,66.2,Moderate
3317,Kogi,Rural,1883119,910,2.7,5.3,31.2,47.7,57.7,21.5,73.3,54.0,16.0,75.0,High
3318,Jigawa,Urban,4638986,43,0.59,3.24,2.1,47.0,66.9,44.6,45.7,80.3,95.0,43.6,Low
3319,Anambra,Rural,4749305,1026,2.42,3.42,3.4,74.5,41.4,79.2,82.0,28.5,45.8,56.0,Moderate
3320,Enugu,Urban,1384279,805,0.89,10.63,30.4,51.1,31.9,22.5,82.4,70.1,92.8,61.4,Moderate
3321,Rivers,Rural,4226064,770,0.54,10.78,58.6,85.4,55.4,42.5,94.1,98.4,99.2,71.2,Moderate
3322,Kaduna,Urban,650961,70,1.38,4.47,78.7,72.2,45.2,84.0,45.8,39.2,71.8,57.0,Moderate
3323,Sokoto,Urban,4796826,706,2.05,4.54,82.6,69.8,54.4,48.9,60.4,92.8,95.3,71.5,Moderate
3324,Ogun,Rural,4986806,1080,1.71,8.85,70.9,54.3,60.8,32.9,77.1,25.6,74.3,72.5,Moderate
3325,Lagos,Rural,79731,438,1.06,9.19,54.7,83.1,87.4,69.0,53.6,53.1,82.0,68.5,Moderate
3326,Yobe,Urban,1158618,80,3.2,5.65,80.0,87.6,65.0,43.2,61.2,45.9,96.4,82.3,High
3327,Kaduna,Urban,4923898,52,1.73,10.69,57.0,47.5,47.4,71.6,70.4,23.7,58.2,66.6,Moderate
3328,Imo,Rural,159309,988,2.23,10.0,78.3,54.8,98.7,32.4,41.6,31.8,77.3,82.8,High
3329,Ekiti,Rural,4146134,378,0.86,1.66,42.2,93.6,75.0,68.7,30.0,25.3,11.7,54.2,Low
3330,Nasarawa,Rural,3575697,572,2.16,11.66,8.0,63.3,85.6,36.4,38.6,54.3,117.6,70.9,Moderate
3331,Adamawa,Urban,942521,404,1.72,11.9,42.6,73.8,53.9,48.8,59.0,30.7,85.6,70.4,Moderate
3332,Akwa Ibom,Urban,4179643,614,0.09,0.56,63.1,44.7,89.7,34.4,36.2,32.5,70.4,46.9,Low
3333,Yobe,Urban,858851,824,0.29,8.99,74.7,82.0,48.5,81.7,67.9,21.9,39.1,59.7,Moderate
3334,Nasarawa,Urban,3657593,940,1.74,2.94,72.7,57.7,87.7,36.4,49.4,29.1,48.8,68.1,Moderate
3335,Osun,Urban,263277,1041,3.36,3.22,77.4,71.2,91.1,30.7,47.6,62.9,9.5,89.9,High
3336,Nasarawa,Rural,3950288,887,2.33,5.92,69.2,89.1,79.7,67.2,75.2,56.0,89.5,76.4,High
3337,Osun,Rural,4991480,582,2.6,6.7,32.7,84.6,61.0,21.4,45.5,77.8,50.8,78.4,High
3338,Enugu,Rural,4489701,588,2.7,11.21,83.1,89.2,31.4,57.9,72.6,68.9,101.4,83.1,High
3339,Enugu,Urban,2262396,1125,1.91,10.31,28.1,52.8,33.0,20.3,51.8,36.9,35.4,68.6,Moderate
3340,Ekiti,Rural,2487848,193,0.65,9.56,72.4,40.1,40.6,81.9,62.3,46.7,56.4,57.1,Moderate
3341,Kogi,Urban,802721,982,3.32,2.92,13.6,44.8,62.5,73.2,86.6,70.1,11.1,70.4,Moderate
3342,Imo,Urban,4540138,1065,2.82,2.52,34.2,53.3,47.1,21.9,82.9,24.2,113.8,62.0,Moderate
3343,Katsina,Rural,4107636,269,2.51,10.63,8.6,49.8,55.3,21.3,51.0,89.5,11.9,79.4,High
3344,Osun,Rural,3647955,487,0.37,2.04,10.9,63.9,37.3,56.7,92.1,96.2,102.9,41.6,Low
3345,Abia,Rural,4530620,850,3.2,1.98,29.7,95.0,63.4,73.8,61.2,25.7,57.0,67.5,Moderate
3346,Kano,Rural,4657493,1175,1.86,5.48,36.8,83.6,51.2,38.9,91.2,47.6,74.8,67.1,Moderate
3347,Plateau,Rural,1904724,1182,1.21,7.81,26.2,51.0,41.9,49.9,93.9,62.5,101.0,57.0,Moderate
3348,Adamawa,Urban,2273303,44,1.34,4.96,76.7,42.0,80.0,83.3,74.9,71.9,90.1,62.4,Moderate
3349,Lagos,Urban,1231397,467,3.09,4.56,55.7,43.6,60.4,62.0,35.3,70.9,93.3,68.3,Moderate
3350,Kogi,Urban,1980251,1044,0.25,4.03,77.6,48.9,79.5,47.2,78.4,48.6,115.9,54.1,Low
3351,Edo,Urban,2742013,846,2.72,1.55,12.4,84.6,77.2,57.7,97.1,91.2,7.0,74.9,Moderate
3352,Enugu,Rural,1728013,571,1.42,8.11,67.7,51.4,97.0,57.4,34.0,94.4,78.5,72.7,Moderate
3353,Gombe,Rural,4137280,306,2.86,2.86,22.7,65.7,34.2,84.8,66.0,55.0,77.3,57.1,Moderate
3354,Niger,Rural,4242426,627,1.07,8.56,9.8,65.0,56.7,26.1,67.0,78.9,32.8,65.6,Moderate
3355,Kebbi,Urban,3578456,355,0.5,7.86,13.6,71.2,80.3,54.0,31.7,76.8,78.4,55.5,Moderate
3356,Benue,Urban,2882153,1077,1.98,7.28,48.2,60.6,66.3,30.0,39.7,57.7,28.7,73.6,Moderate
3357,Ondo,Rural,2241398,967,0.38,8.21,80.9,73.1,62.1,83.9,45.4,20.6,96.7,54.7,Low
3358,Niger,Urban,608102,986,1.52,8.72,72.5,47.6,57.7,59.7,65.6,46.2,92.7,66.0,Moderate
3359,Katsina,Urban,243011,735,1.33,5.81,22.5,80.6,39.9,56.0,52.6,70.7,8.4,61.2,Moderate
3360,Borno,Urban,4627026,521,2.83,5.56,58.7,81.8,95.9,51.5,58.9,62.2,64.5,82.7,High
3361,Cross River,Rural,3089258,269,0.46,5.75,5.9,71.6,46.2,42.8,49.7,33.9,110.5,42.4,Low
3362,Benue,Rural,3606078,732,1.04,11.46,64.8,71.7,56.7,21.0,43.0,48.8,33.6,75.4,High
3363,Osun,Urban,4816176,172,1.12,1.73,23.7,46.1,82.8,62.6,32.2,27.9,82.5,44.8,Low
3364,Abia,Urban,1179682,949,2.22,10.03,44.0,78.5,94.9,40.4,47.3,64.2,107.9,79.3,High
3365,Abia,Urban,3832366,587,1.69,2.06,38.7,68.9,37.3,40.9,74.7,98.7,27.4,63.1,Moderate
3366,Taraba,Urban,1447326,1169,0.99,7.05,80.3,40.8,66.3,62.7,32.0,83.4,106.0,60.0,Moderate
3367,Zamfara,Urban,3947209,871,2.24,10.42,23.7,45.7,72.6,45.3,68.4,43.3,22.8,75.7,High
3368,Lagos,Rural,3571382,375,0.92,1.96,36.5,58.8,61.2,28.4,31.0,33.3,68.3,49.1,Low
3369,Rivers,Urban,108106,516,3.47,1.0,3.1,40.5,70.0,21.7,89.9,88.2,93.4,68.9,Moderate
3370,Delta,Urban,1649147,30,0.05,4.32,18.2,71.7,67.7,45.8,66.1,57.8,23.4,51.7,Low
3371,Osun,Rural,3334876,352,1.62,1.21,73.3,43.7,82.7,57.1,41.7,33.1,105.4,55.2,Moderate
3372,Cross River,Rural,1174836,351,0.44,3.59,30.9,97.7,34.7,57.6,68.7,55.2,101.4,46.1,Low
3373,Kano,Urban,3325271,420,2.92,8.49,27.6,88.5,40.7,56.3,44.9,62.5,103.0,70.9,Moderate
3374,Delta,Urban,2061245,746,1.98,9.37,54.9,71.9,74.5,37.5,52.3,68.1,11.1,82.7,High
3375,Sokoto,Urban,3696323,177,1.3,6.53,30.9,89.9,40.2,53.5,45.3,51.6,29.8,61.1,Moderate
3376,Jigawa,Urban,2546920,142,2.34,0.81,28.7,93.7,63.7,33.5,78.2,31.8,52.1,65.6,Moderate
3377,Benue,Rural,2803968,549,1.53,7.01,54.1,49.3,32.9,50.2,83.9,60.1,83.5,61.3,Moderate
3378,Kano,Rural,2318696,537,3.23,1.43,7.9,96.2,96.1,50.8,41.2,42.1,95.1,68.1,Moderate
3379,Adamawa,Rural,1605241,53,0.2,1.01,74.1,64.8,68.1,70.7,96.9,47.4,67.1,51.0,Low
3380,Katsina,Rural,2747022,310,2.91,6.91,56.9,61.0,85.3,25.2,92.3,42.5,29.2,87.9,High
3381,Yobe,Rural,3609684,37,2.32,7.59,29.4,98.7,92.4,69.4,90.3,53.3,7.8,82.9,High
3382,Kaduna,Rural,361810,19,0.05,4.4,56.2,46.6,83.8,44.7,40.5,75.6,38.7,55.6,Moderate
3383,Ogun,Urban,3066036,978,0.52,10.98,11.6,80.9,57.1,62.3,92.4,44.4,36.0,62.1,Moderate
3384,Taraba,Urban,2845927,910,2.43,10.82,71.5,71.4,63.4,49.8,46.8,90.9,11.3,89.1,High
3385,Jigawa,Rural,2628612,174,0.51,6.67,4.5,76.5,89.2,63.8,32.5,74.6,53.0,55.0,Moderate
3386,Kogi,Rural,2140377,449,1.79,9.93,75.8,47.9,76.8,30.2,31.1,81.7,69.8,78.6,High
3387,Kwara,Rural,2961229,294,3.45,10.0,84.4,85.7,81.8,80.5,88.6,49.9,115.1,90.7,High
3388,Rivers,Rural,4455221,353,1.19,5.26,28.9,62.7,67.3,21.6,96.0,80.2,35.7,68.4,Moderate
3389,Imo,Rural,2141499,498,2.32,4.06,82.8,67.9,45.5,23.3,42.1,47.8,51.6,72.7,Moderate
3390,Borno,Rural,3169535,82,1.04,7.65,31.0,74.5,73.8,83.4,49.7,56.0,38.0,60.8,Moderate
3391,Benue,Rural,1061884,415,1.18,9.07,19.6,51.6,32.8,59.2,53.1,28.4,12.6,56.3,Moderate
3392,Ekiti,Urban,1323055,601,1.9,5.57,74.6,78.6,54.0,56.7,41.3,65.4,113.0,65.8,Moderate
3393,Lagos,Rural,3915333,613,0.31,8.18,40.2,96.7,61.9,25.7,65.9,88.0,87.1,64.8,Moderate
3394,Benue,Rural,1923609,861,3.3,2.73,6.3,55.6,73.0,20.2,70.9,46.2,22.9,73.9,Moderate
3395,Enugu,Rural,733635,810,2.03,3.62,23.0,75.7,96.9,39.9,63.1,75.1,64.4,70.2,Moderate
3396,Taraba,Rural,1635881,176,2.23,1.54,78.6,79.3,85.6,44.9,96.8,45.0,82.5,74.1,Moderate
3397,Katsina,Urban,593468,284,2.77,5.26,28.4,82.8,92.5,49.1,68.9,22.9,95.6,72.4,Moderate
3398,Kano,Rural,3131573,1111,3.48,0.73,28.4,89.9,50.6,29.1,73.3,83.2,91.5,72.8,Moderate
3399,Akwa Ibom,Rural,4398898,505,2.68,11.34,37.1,58.9,69.0,74.6,74.2,52.8,15.4,81.9,High
3400,Imo,Rural,4940567,363,1.61,2.91,66.8,81.0,46.7,57.8,51.2,33.5,32.1,61.8,Moderate
3401,Lagos,Urban,3952628,562,0.75,9.83,59.5,43.3,81.7,38.8,52.0,59.5,110.5,64.0,Moderate
3402,Enugu,Urban,3947950,535,2.71,4.33,77.6,56.7,38.7,73.4,43.9,59.2,11.3,71.3,Moderate
3403,Kaduna,Rural,1793478,435,2.24,11.5,12.8,83.9,33.1,44.7,83.9,87.4,49.6,76.6,High
3404,Jigawa,Urban,3434479,377,1.02,5.27,17.1,99.0,91.2,44.4,96.2,39.4,47.2,66.5,Moderate
